rank,star,status,status_datetime,officer_id,trr_id
Sergeant of Police,,SUBMITTED,2018-12-30 09:30:00 AM,442,83095
Lieutenant of Police,,APPROVED,2018-12-30 09:40:00 AM,17493,91535
Lieutenant of Police,,APPROVED,2018-12-30 05:30:00 AM,23730,87157
Lieutenant of Police,,APPROVED,2018-12-30 11:37:00 AM,7039,11660
Lieutenant of Police,,APPROVED,2018-12-30 11:38:00 AM,7039,11660
Police Officer,,SUBMITTED,2018-12-30 12:28:00 AM,6097,71648
Sergeant of Police,,SUBMITTED,2018-12-30 10:48:00 AM,10839,9310
Sergeant of Police,,SUBMITTED,2018-12-30 10:50:00 AM,10839,9310
Sergeant of Police,,APPROVED,2018-12-30 02:05:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 02:05:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 11:50:00 AM,10839,9310
Lieutenant of Police,,APPROVED,2018-12-30 02:11:00 AM,7039,11660
Sergeant of Police,,APPROVED,2018-12-30 02:05:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 02:05:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 05:51:00 AM,8472,80837
Police Officer,,SUBMITTED,2018-12-30 05:05:00 AM,806,85631
Sergeant of Police,,SUBMITTED,2018-12-30 05:20:00 AM,8472,80837
Police Officer,,SUBMITTED,2018-12-30 05:55:00 AM,806,85631
Sergeant of Police,,APPROVED,2018-12-30 11:48:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:03:00 AM,29202,40038
Sergeant of Police,,SUBMITTED,2018-12-30 02:27:00 AM,30374,80939
Police Officer,,SUBMITTED,2019-12-29 10:37:00 AM,23707,13453
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 02:18:00 AM,2140,92761
Sergeant of Police,,SUBMITTED,2018-12-30 02:39:00 AM,6565,59876
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 02:46:00 AM,2140,92761
Lieutenant of Police,,APPROVED,2018-12-30 03:32:00 AM,3497,80114
Sergeant of Police,,APPROVED,2018-12-30 09:46:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 09:46:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 02:40:00 AM,20664,83010
Sergeant of Police,,SUBMITTED,2018-12-30 02:47:00 AM,29202,40038
Police Officer,,SUBMITTED,2019-12-29 11:15:00 AM,23707,13453
Lieutenant of Police,,APPROVED,2018-12-30 07:47:00 AM,24612,61893
Sergeant of Police,,APPROVED,2018-12-30 02:05:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 06:48:00 AM,24437,95403
Lieutenant of Police,,APPROVED,2018-12-30 07:50:00 AM,24612,61893
Sergeant of Police,,APPROVED,2018-12-30 02:01:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 05:46:00 AM,26358,91946
Sergeant of Police,,SUBMITTED,2018-12-30 05:44:00 AM,26358,91946
Sergeant of Police,,SUBMITTED,2018-12-30 04:48:00 AM,3563,92944
Sergeant of Police,,SUBMITTED,2018-12-30 12:53:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 12:53:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 08:53:00 AM,12831,83714
Lieutenant of Police,,APPROVED,2018-12-30 09:41:00 AM,19892,75942
Sergeant of Police,,SUBMITTED,2018-12-30 05:56:00 AM,10621,83712
Sergeant of Police,,APPROVED,2018-12-30 12:58:00 AM,1852,59407
Lieutenant of Police,,APPROVED,2018-12-30 09:01:00 AM,30029,6918
Lieutenant of Police,,APPROVED,2018-12-30 09:24:00 AM,18802,6826
Police Officer,,SUBMITTED,2018-12-30 03:33:00 AM,25203,81209
Sergeant of Police,,SUBMITTED,2018-12-30 06:08:00 AM,3563,92944
Sergeant of Police,,APPROVED,2018-12-30 12:44:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 12:44:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 01:10:00 AM,26637,82890
Police Officer,,SUBMITTED,2018-12-30 05:13:00 AM,4038,25825
Sergeant of Police,,SUBMITTED,2018-12-30 05:30:00 AM,22516,83943
Police Officer,,SUBMITTED,2018-12-30 04:33:00 AM,20567,80244
Police Officer,,SUBMITTED,2018-12-30 06:06:00 AM,20567,80244
Sergeant of Police,,SUBMITTED,2018-12-30 06:10:00 AM,3563,92944
Sergeant of Police,,APPROVED,2018-12-30 12:41:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 12:41:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 01:12:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:12:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 03:21:00 AM,31777,4519
Police Officer,,SUBMITTED,2018-12-30 01:34:00 AM,27761,86146
Sergeant of Police,,APPROVED,2018-12-30 10:36:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 04:47:00 AM,31374,95779
Sergeant of Police,,APPROVED,2019-12-29 11:23:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 01:11:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:11:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 04:47:00 AM,23501,82678
Sergeant of Police,,APPROVED,2019-12-29 11:25:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 10:24:00 AM,13496,76394
Lieutenant of Police,,APPROVED,2018-12-30 11:31:00 AM,489,68125
Police Officer,,SUBMITTED,2018-12-30 01:09:00 AM,1858,14373
Sergeant of Police,,APPROVED,2018-12-30 05:14:00 AM,1852,59407
Lieutenant of Police,,APPROVED,2018-12-30 11:24:00 AM,489,68125
Police Officer,,SUBMITTED,2018-12-30 01:22:00 AM,1858,14373
Sergeant of Police,,APPROVED,2018-12-30 05:19:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 12:58:00 AM,11854,92095
Sergeant of Police,,SUBMITTED,2018-12-30 01:38:00 AM,11079,81049
Lieutenant of Police,,APPROVED,2018-12-30 02:17:00 AM,489,68125
Sergeant of Police,,SUBMITTED,2018-12-30 11:55:00 AM,11854,92095
Police Officer,,SUBMITTED,2018-12-30 12:27:00 AM,1785,82723
Sergeant of Police,,SUBMITTED,2018-12-30 01:00:00 AM,5466,92488
Lieutenant of Police,,APPROVED,2018-12-30 01:12:00 AM,25026,23835
Sergeant of Police,,APPROVED,2018-12-30 01:59:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:59:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:57:00 AM,11079,81049
Lieutenant of Police,,APPROVED,2018-12-30 02:13:00 AM,489,68125
Sergeant of Police,,APPROVED,2019-12-29 10:43:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 06:38:00 AM,10505,81212
Police Officer,,SUBMITTED,2018-12-30 07:41:00 AM,10505,81212
Sergeant of Police,,SUBMITTED,2018-12-30 02:28:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 02:28:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 10:07:00 AM,24128,93039
Police Officer,,SUBMITTED,2019-12-29 07:10:00 AM,23429,90228
Sergeant of Police,,SUBMITTED,2018-12-30 09:28:00 AM,24128,93039
Police Officer,,SUBMITTED,2019-12-29 07:55:00 AM,23429,90228
Sergeant of Police,,APPROVED,2018-12-30 09:55:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 09:55:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 04:58:00 AM,18644,5668
Sergeant of Police,,SUBMITTED,2018-12-30 09:01:00 AM,21388,80161
Sergeant of Police,,APPROVED,2018-12-30 02:34:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 02:34:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 07:23:00 AM,263,64167
Sergeant of Police,,SUBMITTED,2018-12-30 07:37:00 AM,4614,92146
Police Officer,,SUBMITTED,2018-12-30 07:06:00 AM,26879,87404
Sergeant of Police,,SUBMITTED,2018-12-30 07:58:00 AM,13496,76394
Police Officer,,SUBMITTED,2018-12-30 07:03:00 AM,28476,80766
Police Officer,,SUBMITTED,2018-12-30 07:36:00 AM,28476,80766
Sergeant of Police,,SUBMITTED,2018-12-30 08:29:00 AM,13496,76394
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 07:42:00 AM,11582,91781
Sergeant of Police,,SUBMITTED,2018-12-30 12:08:00 AM,25760,65477
Sergeant of Police,,SUBMITTED,2018-12-30 02:42:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 02:42:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 08:49:00 AM,2110,83190
Sergeant of Police,,SUBMITTED,2019-12-29 02:51:00 AM,5410,67252
Sergeant of Police,,APPROVED,2019-12-29 02:51:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 08:59:00 AM,1989,86807
Sergeant of Police,,SUBMITTED,2018-12-30 10:03:00 AM,2110,83190
Sergeant of Police,,SUBMITTED,2019-12-29 02:53:00 AM,5410,67252
Sergeant of Police,,APPROVED,2019-12-29 02:53:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 10:56:00 AM,23004,86803
Sergeant of Police,,SUBMITTED,2018-12-30 11:16:00 AM,21333,75316
Police Officer,,SUBMITTED,2018-12-30 09:10:00 AM,1858,14373
Sergeant of Police,,SUBMITTED,2018-12-30 02:51:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:30:00 AM,1852,59407
Sergeant of Police,,APPROVED,2019-12-29 01:47:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 11:19:00 AM,21333,75316
Police Officer,,SUBMITTED,2018-12-30 09:26:00 AM,1858,14373
Sergeant of Police,,SUBMITTED,2018-12-30 02:58:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:40:00 AM,1852,59407
Sergeant of Police,,APPROVED,2019-12-29 09:08:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 10:59:00 AM,21333,75316
Police Officer,,SUBMITTED,2018-12-30 09:45:00 AM,1858,14373
Sergeant of Police,,APPROVED,2018-12-30 03:05:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 11:03:00 AM,42,83298
Sergeant of Police,,SUBMITTED,2018-12-30 11:13:00 AM,2110,83190
Sergeant of Police,,APPROVED,2019-12-29 02:55:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2019-12-29 02:55:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 11:41:00 AM,21522,59481
Sergeant of Police,,SUBMITTED,2018-12-30 05:50:00 AM,17347,23956
Lieutenant of Police,,APPROVED,2018-12-30 06:33:00 AM,12048,91581
Police Officer,,SUBMITTED,2019-12-29 07:15:00 AM,23707,13453
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 04:12:00 AM,14011,96237
Sergeant of Police,,SUBMITTED,2018-12-30 05:44:00 AM,17347,23956
Lieutenant of Police,,APPROVED,2018-12-30 06:24:00 AM,12048,91581
Police Officer,,SUBMITTED,2019-12-29 12:31:00 AM,23707,13453
Sergeant of Police,,SUBMITTED,2018-12-30 06:37:00 AM,27266,83914
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 06:47:00 AM,23737,92229
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 07:52:00 AM,23737,92229
Lieutenant of Police,,APPROVED,2018-12-30 10:53:00 AM,4636,79015
Police Officer,,SUBMITTED,2018-12-30 09:10:00 AM,23640,95909
Police Officer,,SUBMITTED,2018-12-30 11:11:00 AM,23640,95909
Sergeant of Police,,APPROVED,2018-12-30 10:10:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 10:10:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 08:50:00 AM,32307,80257
Sergeant of Police,,SUBMITTED,2018-12-30 08:55:00 AM,32307,80257
Sergeant of Police,,SUBMITTED,2018-12-30 10:37:00 AM,26185,83043
Police Officer,,SUBMITTED,2018-12-30 10:12:00 AM,21671,87115
Sergeant of Police,,SUBMITTED,2018-12-30 10:33:00 AM,639,4817
Sergeant of Police,,SUBMITTED,2018-12-30 11:59:00 AM,15193,83049
Sergeant of Police,,SUBMITTED,2018-12-30 12:02:00 AM,15193,83049
Police Officer,,SUBMITTED,2018-12-30 12:18:00 AM,28766,83117
Sergeant of Police,,SUBMITTED,2018-12-30 01:05:00 AM,17024,50254
Police Officer,,SUBMITTED,2018-12-30 12:38:00 AM,23788,80761
Police Officer,,SUBMITTED,2018-12-30 01:03:00 AM,23788,80761
Sergeant of Police,,SUBMITTED,2018-12-30 01:11:00 AM,17024,50254
Sergeant of Police,,SUBMITTED,2018-12-30 11:29:00 AM,21522,59481
Lieutenant of Police,,APPROVED,2018-12-30 01:38:00 AM,7039,11660
Lieutenant of Police,,APPROVED,2018-12-30 01:50:00 AM,7039,11660
Lieutenant of Police,,APPROVED,2018-12-30 01:48:00 AM,7039,11660
Sergeant of Police,,SUBMITTED,2018-12-30 03:02:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 03:02:00 AM,1852,59407
Lieutenant of Police,,APPROVED,2018-12-30 01:36:00 AM,7039,11660
Lieutenant of Police,,APPROVED,2018-12-30 01:30:00 AM,7039,11660
Lieutenant of Police,,APPROVED,2018-12-30 01:53:00 AM,7039,11660
Sergeant of Police,,SUBMITTED,2018-12-30 07:31:00 AM,32256,67597
Lieutenant of Police,,APPROVED,2018-12-30 07:39:00 AM,7039,11660
Sergeant of Police,,APPROVED,2018-12-30 02:55:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 06:46:00 AM,7167,80208
Sergeant of Police,,APPROVED,2019-12-29 09:57:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 05:52:00 AM,21221,87199
Sergeant of Police,,SUBMITTED,2018-12-30 06:42:00 AM,7167,80208
Sergeant of Police,,APPROVED,2019-12-29 09:55:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:34:00 AM,4749,92254
Sergeant of Police,,APPROVED,2018-12-30 09:04:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 12:47:00 AM,6005,92475
Sergeant of Police,,SUBMITTED,2018-12-30 03:17:00 AM,4749,92254
Sergeant of Police,,APPROVED,2018-12-30 09:06:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 03:42:00 AM,4749,92254
Sergeant of Police,,APPROVED,2018-12-30 09:11:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 03:38:00 AM,4749,92254
Sergeant of Police,,APPROVED,2018-12-30 09:19:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 05:10:00 AM,24195,76809
Sergeant of Police,,APPROVED,2018-12-30 10:26:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 10:26:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 04:13:00 AM,29155,82994
Sergeant of Police,,SUBMITTED,2018-12-30 10:30:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 10:31:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 04:14:00 AM,25374,79481
Sergeant of Police,,SUBMITTED,2018-12-30 04:56:00 AM,24195,76809
Sergeant of Police,,SUBMITTED,2018-12-30 10:25:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 10:25:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 07:42:00 AM,29155,82994
Sergeant of Police,,SUBMITTED,2018-12-30 07:48:00 AM,29155,82994
Sergeant of Police,,SUBMITTED,2018-12-30 02:59:00 AM,26583,80068
Sergeant of Police,,APPROVED,2018-12-30 04:25:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:11:00 AM,26583,80068
Sergeant of Police,,APPROVED,2018-12-30 04:19:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:07:00 AM,26583,80068
Sergeant of Police,,APPROVED,2018-12-30 04:13:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:09:00 AM,3790,91991
Sergeant of Police,,APPROVED,2019-12-29 10:47:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 03:04:00 AM,26583,80068
Sergeant of Police,,APPROVED,2018-12-30 04:10:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:09:00 AM,3790,91991
Sergeant of Police,,APPROVED,2019-12-29 10:51:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 03:07:00 AM,24926,86601
Sergeant of Police,,APPROVED,2019-12-29 11:48:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 01:17:00 AM,10201,80802
Police Officer,,SUBMITTED,2018-12-30 02:32:00 AM,10201,80802
Lieutenant of Police,,APPROVED,2018-12-30 03:13:00 AM,13331,24520
Sergeant of Police,,SUBMITTED,2018-12-30 03:02:00 AM,26583,80068
Sergeant of Police,,APPROVED,2018-12-30 04:08:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 04:57:00 AM,23116,92666
Sergeant of Police,,SUBMITTED,2018-12-30 06:30:00 AM,22392,80287
Lieutenant of Police,,APPROVED,2018-12-30 07:38:00 AM,23730,87157
Police Officer,,SUBMITTED,2019-12-29 12:58:00 AM,23707,13453
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 10:48:00 AM,2140,92761
Sergeant of Police,,SUBMITTED,2018-12-30 11:02:00 AM,15849,69282
Sergeant of Police,,SUBMITTED,2018-12-30 10:23:00 AM,10000,26905
Sergeant of Police,,SUBMITTED,2018-12-30 11:18:00 AM,15849,69282
Sergeant of Police,,SUBMITTED,2018-12-30 10:36:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 10:36:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:04:00 AM,4473,83319
Lieutenant of Police,,APPROVED,2018-12-30 03:30:00 AM,3497,80114
Sergeant of Police,,APPROVED,2019-12-29 04:35:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:19:00 AM,4473,83319
Lieutenant of Police,,APPROVED,2018-12-30 04:28:00 AM,3497,80114
Sergeant of Police,,APPROVED,2019-12-29 04:50:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:15:00 AM,4473,83319
Lieutenant of Police,,APPROVED,2018-12-30 04:21:00 AM,3497,80114
Sergeant of Police,,APPROVED,2019-12-29 04:48:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:38:00 AM,5410,67252
Lieutenant of Police,,APPROVED,2018-12-30 05:55:00 AM,32152,81002
Police Officer,,SUBMITTED,2019-12-29 09:38:00 AM,23429,90228
Sergeant of Police,,SUBMITTED,2019-12-29 05:06:00 AM,1852,59407
Sergeant of Police,,APPROVED,2019-12-29 08:10:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 03:11:00 AM,4473,83319
Lieutenant of Police,,APPROVED,2018-12-30 03:46:00 AM,3497,80114
Sergeant of Police,,APPROVED,2019-12-29 04:46:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 05:07:00 AM,25685,92023
Sergeant of Police,,APPROVED,2018-12-30 01:06:00 AM,5410,67252
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 04:20:00 AM,17316,91216
Police Officer,,SUBMITTED,2018-12-30 01:27:00 AM,27761,86146
Sergeant of Police,,APPROVED,2018-12-30 02:21:00 AM,1852,59407
Lieutenant of Police,,APPROVED,2018-12-30 06:07:00 AM,30029,6918
Police Officer,,SUBMITTED,2019-12-29 12:20:00 AM,1858,14373
Sergeant of Police,,APPROVED,2019-12-29 01:17:00 AM,1852,59407
Police Officer,,SUBMITTED,2019-12-29 01:09:00 AM,1858,14373
Sergeant of Police,,APPROVED,2019-12-29 01:15:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 10:52:00 AM,30374,80939
Police Officer,,SUBMITTED,2018-12-30 09:14:00 AM,23429,90228
Sergeant of Police,,APPROVED,2018-12-30 01:38:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 10:48:00 AM,30374,80939
Police Officer,,SUBMITTED,2018-12-30 09:45:00 AM,23429,90228
Sergeant of Police,,APPROVED,2018-12-30 01:43:00 AM,5410,67252
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 10:27:00 AM,975,59428
Sergeant of Police,,SUBMITTED,2018-12-30 10:42:00 AM,30374,80939
Police Officer,,SUBMITTED,2018-12-30 12:34:00 AM,23429,90228
Sergeant of Police,,APPROVED,2018-12-30 01:52:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 01:31:00 AM,6736,6261
Police Officer,,SUBMITTED,2018-12-30 12:17:00 AM,6097,71648
Sergeant of Police,,SUBMITTED,2018-12-30 12:49:00 AM,10391,58831
Police Officer,,SUBMITTED,2018-12-30 11:13:00 AM,3168,86945
Police Officer,,SUBMITTED,2018-12-30 12:12:00 AM,3168,86945
Lieutenant of Police,,APPROVED,2018-12-30 12:24:00 AM,489,68125
Police Officer,,SUBMITTED,2018-12-30 11:33:00 AM,6760,24423
Lieutenant of Police,,APPROVED,2018-12-30 02:14:00 AM,7039,11660
Police Officer,,SUBMITTED,2018-12-30 11:52:00 AM,9627,76470
Lieutenant of Police,,APPROVED,2018-12-30 01:57:00 AM,7039,11660
Sergeant of Police,,SUBMITTED,2018-12-30 02:47:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 02:48:00 AM,5410,67252
Lieutenant of Police,,APPROVED,2018-12-30 12:48:00 AM,14691,64531
Sergeant of Police,,SUBMITTED,2018-12-30 12:50:00 AM,18655,80265
Lieutenant of Police,,APPROVED,2018-12-30 07:32:00 AM,19892,75942
Sergeant of Police,,SUBMITTED,2018-12-30 01:17:00 AM,6736,6261
Police Officer / Field Training Officer,,SUBMITTED,2018-12-30 12:57:00 AM,29465,81058
Sergeant of Police,,APPROVED,2018-12-30 02:34:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 02:32:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 07:22:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 03:10:00 AM,7916,78561
Lieutenant of Police,,APPROVED,2018-12-30 03:48:00 AM,7039,11660
Lieutenant of Police,,APPROVED,2018-12-30 05:22:00 AM,17493,91535
Sergeant of Police,,SUBMITTED,2018-12-30 08:33:00 AM,19633,13591
Lieutenant of Police,,APPROVED,2018-12-30 12:58:00 AM,489,68125
Police Officer,,SUBMITTED,2019-12-29 11:34:00 AM,23429,90228
Sergeant of Police,,SUBMITTED,2019-12-29 03:08:00 AM,5410,67252
Lieutenant of Police,,SUBMITTED,2019-12-29 11:11:00 AM,24612,61893
Sergeant of Police,,APPROVED,2019-12-29 02:32:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 08:30:00 AM,19633,13591
Lieutenant of Police,,APPROVED,2018-12-30 12:45:00 AM,489,68125
Police Officer,,SUBMITTED,2019-12-29 12:11:00 AM,23429,90228
Sergeant of Police,,SUBMITTED,2019-12-29 03:13:00 AM,5410,67252
Lieutenant of Police,,SUBMITTED,2019-12-29 11:10:00 AM,24612,61893
Sergeant of Police,,APPROVED,2019-12-29 07:20:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 08:32:00 AM,19633,13591
Lieutenant of Police,,APPROVED,2018-12-30 12:31:00 AM,489,68125
Police Officer,,SUBMITTED,2019-12-29 07:53:00 AM,23429,90228
Sergeant of Police,,SUBMITTED,2019-12-29 03:18:00 AM,5410,67252
Lieutenant of Police,,SUBMITTED,2019-12-29 11:09:00 AM,24612,61893
Sergeant of Police,,APPROVED,2019-12-29 03:05:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 01:07:00 AM,26185,83043
Sergeant of Police,,SUBMITTED,2018-12-30 11:28:00 AM,1852,59407
Sergeant of Police,,APPROVED,2018-12-30 11:28:00 AM,1852,59407
Police Officer,,SUBMITTED,2019-12-29 03:14:00 AM,19375,78958
Sergeant of Police,,SUBMITTED,2019-12-29 02:10:00 AM,1852,59407
Lieutenant of Police,,APPROVED,2018-12-30 05:46:00 AM,30029,6918
Police Officer,,SUBMITTED,2018-12-30 04:25:00 AM,16405,26572
Sergeant of Police,,SUBMITTED,2018-12-30 04:30:00 AM,17527,82394
Police Officer,,SUBMITTED,2018-12-30 12:00:00 AM,5056,83147
Sergeant of Police,,SUBMITTED,2018-12-30 02:14:00 AM,32003,64106
Lieutenant of Police,,APPROVED,2018-12-30 02:17:00 AM,12048,91581
Police Officer,,SUBMITTED,2018-12-30 01:27:00 AM,6097,71648
Police Officer,,SUBMITTED,2018-12-30 01:57:00 AM,6097,71648
Sergeant of Police,,SUBMITTED,2018-12-30 02:05:00 AM,32003,64106
Lieutenant of Police,,APPROVED,2018-12-30 02:09:00 AM,12048,91581
Police Officer,,SUBMITTED,2019-12-29 10:13:00 AM,19375,78958
Sergeant of Police,,APPROVED,2019-12-29 02:48:00 AM,1852,59407
Police Officer,,SUBMITTED,2019-12-29 10:32:00 AM,19375,78958
Sergeant of Police,,APPROVED,2019-12-29 02:47:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 01:09:00 AM,27103,7107
Sergeant of Police,,SUBMITTED,2018-12-30 02:38:00 AM,2532,58618
Police Officer,,SUBMITTED,2018-12-30 02:56:00 AM,27103,7107
Lieutenant of Police,,APPROVED,2018-12-30 03:34:00 AM,31948,80446
Sergeant of Police,,APPROVED,2019-12-29 02:54:00 AM,5410,67252
Police Officer,,SUBMITTED,2019-12-29 08:43:00 AM,19375,78958
Sergeant of Police,,APPROVED,2019-12-29 02:45:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 04:57:00 AM,12804,83287
Sergeant of Police,,SUBMITTED,2018-12-30 07:49:00 AM,4262,86936
Police Officer,,SUBMITTED,2018-12-30 07:50:00 AM,12804,83287
Sergeant of Police,,SUBMITTED,2018-12-30 09:14:00 AM,3017,83665
Lieutenant of Police,,APPROVED,2018-12-30 10:00:00 AM,19892,75942
Sergeant of Police,,APPROVED,2018-12-30 01:12:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 08:20:00 AM,5344,83386
Sergeant of Police,,SUBMITTED,2018-12-30 09:17:00 AM,3017,83665
Lieutenant of Police,,APPROVED,2018-12-30 10:09:00 AM,19892,75942
Sergeant of Police,,APPROVED,2018-12-30 01:18:00 AM,5410,67252
Sergeant of Police,,SUBMITTED,2018-12-30 09:18:00 AM,3017,83665
Lieutenant of Police,,APPROVED,2018-12-30 10:06:00 AM,19892,75942
Sergeant of Police,,SUBMITTED,2018-12-30 01:21:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 01:18:00 AM,5410,67252
Sergeant of Police,,APPROVED,2018-12-30 01:13:00 AM,1852,59407
Sergeant of Police,,SUBMITTED,2018-12-30 01:13:00 AM,1852,59407
Police Officer,,SUBMITTED,2018-12-30 10:19:00 AM,23509,86800
Sergeant of Police,,APPROVED,2018-12-30 10:35:00 AM,5410,67252
Police Officer,,SUBMITTED,2018-12-30 10:26:00 AM,4568,91292
Sergeant of Police,,SUBMITTED,2018-12-30 02:04:00 AM,2532,58618
Sergeant of Police,,APPROVED,2018-12-30 10:42:00 AM,5410,67252
